Hour,Day,Month,Year,PM2.5,Mean,AQI,PM10,CO,NO2,O3,SO2,prec,lrad,shum,pres,temp,wind,srad
13,21,1,2018,34.0,31.83333333333333,68.0,85.0,1.8,36.0,28.0,18.0,50.0,753.0,0.025000001453001,267568.0,275.83669982910146,60.00405199432373,685.0
14,21,1,2018,34.0,31.366666666666667,70.0,89.0,1.7,36.0,28.0,18.0,50.0,753.0,0.025000001453001,267568.0,275.83669982910146,60.00405199432373,685.0
15,21,1,2018,32.0,30.666666666666668,72.0,93.0,1.4,32.0,33.0,18.0,50.0,753.0,0.0250000015019998,267428.0,275.8363998413085,60.00410799407959,685.0
16,21,1,2018,32.0,30.633333333333333,73.0,95.0,1.1,28.0,37.0,16.0,50.0,753.0,0.0250000015019998,267428.0,275.8363998413085,60.00410799407959,685.0
17,21,1,2018,27.0,30.33333333333333,68.0,85.0,1.1,33.0,31.0,12.0,50.0,753.0,0.0250000015019998,267428.0,275.8363998413085,60.00410799407959,685.0
18,21,1,2018,29.0,29.4,68.0,85.0,1.3,41.0,22.0,9.0,50.0,752.4375,0.0250000015910007,267352.0,275.8304998779296,60.004067993164064,685.0
19,21,1,2018,33.0,28.466666666666665,70.0,89.0,1.1,45.0,18.0,8.0,50.0,752.4375,0.0250000015910007,267352.0,275.8304998779296,60.004067993164064,685.0
20,21,1,2018,30.0,27.566666666666663,71.0,91.0,1.1,48.0,12.0,8.0,50.0,752.4375,0.0250000015910007,267352.0,275.8304998779296,60.004067993164064,685.0
21,21,1,2018,30.0,26.933333333333334,71.0,91.0,1.1,44.0,14.0,8.0,50.0,752.4375,0.0250000020199995,267464.0,275.8285000610352,60.0060119934082,685.0
22,21,1,2018,32.0,26.6,69.0,88.0,1.1,48.0,10.0,7.0,50.0,752.4375,0.0250000020199995,267464.0,275.8285000610352,60.0060119934082,685.0
23,21,1,2018,35.0,27.03333333333333,65.0,79.0,1.1,44.0,12.0,6.0,50.0,752.4375,0.0250000020199995,267464.0,275.8285000610352,60.0060119934082,685.0
0,22,1,2018,33.0,27.6,64.0,78.0,1.2,54.0,3.0,6.0,50.0,738.5,0.0250000013859998,267676.0,275.8357000732421,60.00793199157714,703.3125
1,22,1,2018,31.0,28.03333333333333,63.0,75.0,1.2,52.0,6.0,7.0,50.0,738.5,0.0250000013859998,267676.0,275.8357000732421,60.00793199157714,703.3125
2,22,1,2018,30.0,28.5,58.0,66.0,1.1,50.0,7.0,6.0,50.0,738.5,0.0250000013859998,267676.0,275.8357000732421,60.00793199157714,703.3125
3,22,1,2018,35.0,29.1,60.0,69.0,1.3,58.0,2.0,6.0,50.0,739.625,0.0250000018010009,267844.0,275.8475997924804,60.004019996643066,770.6875
4,22,1,2018,35.0,29.53333333333333,61.0,72.0,1.4,60.0,2.0,5.0,50.0,739.625,0.0250000018010009,267844.0,275.8475997924804,60.004019996643066,770.6875
5,22,1,2018,37.0,29.83333333333333,65.0,79.0,1.5,56.0,2.0,4.0,50.0,739.625,0.0250000018010009,267844.0,275.8475997924804,60.004019996643066,770.6875
6,22,1,2018,41.0,30.466666666666665,68.0,85.0,1.7,58.0,2.0,4.0,50.0,739.8125,0.0250000027019996,267420.0,275.844400024414,60.00569999694825,759.1875
7,22,1,2018,50.0,31.466666666666665,72.0,93.0,1.9,60.0,2.0,4.0,50.0,739.8125,0.0250000027019996,267420.0,275.844400024414,60.00569999694825,759.1875
8,22,1,2018,36.0,32.1,58.0,65.0,1.6,53.0,7.0,5.0,50.0,739.8125,0.0250000027019996,267420.0,275.844400024414,60.00569999694825,759.1875
9,22,1,2018,16.0,31.83333333333333,37.0,37.0,1.1,35.0,29.0,8.0,50.0,740.125,0.0250000022640004,267528.0,275.8392999267578,60.00547999572754,687.625
